Name,Gene_ID,GenomeBuild,Chr,Accession,overallMeanByCpGacross50data,CoefficientHannum
cg19921776,80267,36,1,NM_025191.2,0.038700935,NA
cg19923326,3784,36,11,NT_009237.17,0.544943732,NA
cg19923810,26155,36,1,NM_015658.1,0.719161136,NA
cg19928046,972,36,5,NM_004355.2,0.081188691,NA
cg19928247,9338,36,X,NM_004780.2,0.225220235,NA
cg19928450,3228,36,12,NM_173860.1,0.160596619,NA
cg19930802,57194,36,15,NT_026446.13,0.884602133,NA
cg19931106,253635,36,2,NM_174931.1,0.06194226,NA
cg19932177,5983,36,13,NM_002915.2,0.060603256,NA
cg19935065,NA,NA,NA,NA,NA,13.4
cg19935424,439921,36,17,NM_198530.2,0.058830912,NA
cg19937039,51156,36,14,NM_016186.1,0.572976558,NA
cg19939627,65993,36,16,NM_023936.1,0.056700215,NA
cg19939660,113177,36,19,NM_052878.1,0.035050838,NA
cg19941758,60492,36,11,NM_021825.3,0.025605709,NA
cg19944367,5998,36,9,NM_134427.1,0.903556927,NA
cg19945840,126792,36,1,NM_080605.2,0.433111624,NA
cg19946699,6450,36,21,NM_007341.2,0.337369936,NA
cg19947621,347240,36,9,NM_194313.1,0.715156524,NA
cg19948014,6647,36,21,NM_000454.4,0.03461134,NA
cg19948393,341405,36,12,NM_182608.2,0.535529068,NA
cg19948397,79684,36,11,NM_024631.1,0.025752557,NA
cg19949137,27336,36,X,NM_014500.3,0.195927247,NA
cg19949550,51676,36,14,NM_016150.3,0.810081784,NA
cg19950767,93492,36,13,NM_199254.1,0.631207694,NA
cg19951443,55848,36,9,NM_018465.1,0.031567369,NA
cg19953406,5650,36,19,NM_005046.2,0.104771984,NA
cg19954000,2246,36,5,NM_033136.1,0.521814598,NA
cg19954739,116225,36,9,NM_138462.2,0.047635237,NA
cg19955257,400668,36,19,NM_214710.1,0.894488367,NA
cg19955521,22884,36,10,NM_014023.3,0.113400101,NA
cg19957727,51726,36,3,NM_016306.4,0.029914802,NA
cg19959519,4763,36,17,NM_000267.1,0.072609911,NA
cg19961382,5905,36,22,NM_002883.2,0.055531954,NA
cg19961522,85366,36,20,NM_033118.2,0.805384024,NA
cg19963522,26034,36,6,NM_015553.1,0.508106231,NA
cg19963797,55849,36,X,NM_018466.2,0.174838335,NA
cg19964192,4109,36,X,NM_021048.3,0.935902057,NA
cg19965511,3060,36,17,NM_001524.1,0.100847242,NA
cg19965810,90134,36,2,NM_033272.2,0.105210349,NA
cg19966618,27034,36,11,NM_014384.1,0.053732738,NA
cg19968631,8001,36,4,NM_006529.1,0.074639912,NA
cg19969873,4880,36,2,NM_024409.1,0.058568282,NA
cg19970051,3039,36,16,NM_000558.3,0.046262303,NA
cg19971655,7809,36,1,NM_057176.2,0.861731557,NA
cg19971804,378464,36,2,NM_194270.1,0.068897144,NA
cg19972619,4609,36,8,NM_002467.3,0.049272982,NA
cg19972859,5813,36,5,NM_005859.3,0.058179967,NA
cg19973135,91862,36,16,NM_052858.3,0.055534634,NA
cg19973884,84885,36,9,NM_032799.4,0.088765125,NA
cg19974223,341405,36,12,NM_182608.2,0.596523153,NA
cg19976011,9403,36,1,NM_004261.3,0.034527374,NA
cg19976467,255104,36,1,NM_181719.2,0.049940844,NA
cg19977912,9091,36,16,NM_004204.2,0.04098901,NA
cg19979773,8547,36,1,NM_003665.2,0.882337819,NA
cg19979896,135250,36,6,NM_139165.1,0.548903276,NA
cg19981839,10421,36,16,NM_006110.1,0.054287091,NA
cg19982860,3452,36,9,NM_002175.1,0.801087659,NA
cg19984039,6003,36,1,NM_002927.3,0.507346184,NA
cg19985911,10677,36,12,NM_006576.2,0.758891738,NA
cg19986872,23305,36,5,NM_015256.2,0.054618229,NA
cg19987219,148930,36,1,NM_182516.1,0.781344227,NA
cg19987840,11162,36,4,NM_198041.1,0.036336321,NA
cg19988449,646,36,15,NM_001717.2,0.102583502,NA
cg19994834,2892,36,X,NM_181894.1,0.189620533,NA
cg19995014,333,36,19,NM_001024807.1,0.059208077,NA
cg19996355,80714,36,19,NM_025245.1,0.075077224,NA
cg19998328,90580,36,19,NM_138358.2,0.680935459,NA
cg20000468,3455,36,21,NM_000874.3,0.127660651,NA
cg20001829,84866,36,11,NM_032780.2,0.092387435,NA
cg20002248,57001,36,7,NM_020186.1,0.055158188,NA
cg20006825,5763,36,12,NM_002824.4,0.161285781,NA
cg20008332,6664,36,2,NM_003108.3,0.070648634,NA
cg20009671,7528,36,14,NM_003403.3,0.039243246,NA
cg20010396,9278,36,6,NM_005453.3,0.050533602,NA
cg20010565,129450,36,2,NM_152382.1,0.050717331,NA
cg20011134,8528,36,6,NM_003649.2,0.687915993,NA
cg20011352,25960,36,8,NM_032777.6,0.120857263,NA
cg20011794,79734,36,22,NM_024681.1,0.05870938,NA
cg20011833,57226,36,6,NM_020466.3,0.05171601,NA
cg20011974,8892,36,14,NM_014239.2,0.058040733,NA
cg20015689,6406,36,20,NM_003007.2,0.502691469,NA
cg20015855,10391,36,15,NM_006091.1,0.891772636,NA
cg20016416,6712,36,11,NM_006946.1,0.807281441,NA
cg20016845,30827,36,18,NM_014593.2,0.040512706,NA
cg20016874,93487,36,14,NM_144578.2,0.022215938,NA
cg20017147,83639,36,19,NM_031451.3,0.528547593,NA
cg20017995,6837,36,9,NM_181491.1,0.58074416,NA
cg20018806,6947,36,11,NM_001062.2,0.70426608,NA
cg20019546,6424,36,7,NT_007819.16,0.204860107,NA
cg20021244,10307,36,5,NM_006051.2,0.026114709,NA
cg20022122,2646,36,2,NM_001486.2,0.695462448,NA
cg20022511,9636,36,1,NM_005101.1,0.061425731,NA
cg20022541,90050,36,14,NM_138344.2,0.69337995,NA
cg20023231,9956,36,16,NM_006043.1,0.084755917,NA
cg20023578,6934,36,10,NM_030756.1,0.131472887,NA
cg20025656,58,36,1,NM_001100.3,0.17351777,NA
cg20025970,10060,36,12,NM_020297.1,0.684183867,NA
cg20028291,55653,36,20,NM_001010974.1,0.042261286,NA
cg20028470,7349,36,2,NM_003353.2,0.425197594,NA
cg20029201,283149,36,11,NM_182557.1,0.40021793,NA
cg20029652,84547,36,6,NM_032507.2,0.059855694,NA
cg20030243,2149,36,5,NM_001992.2,0.041168816,NA
cg20030671,23219,36,1,NM_015176.1,0.038477125,NA
cg20033731,775,36,12,NM_000719.4,0.064801278,NA
cg20033864,9218,36,18,NM_003574.4,0.029959549,NA
cg20034100,154214,36,6,NM_152553.2,0.773568386,NA
cg20035459,9074,36,16,NM_021195.3,0.515389749,NA
cg20041257,1785,36,19,NM_004945.2,0.065497638,NA
cg20041381,7175,36,1,NM_003292.1,0.041633063,NA
cg20042228,4851,36,9,NM_017617.2,0.064642513,NA
cg20043466,55857,36,20,NM_018474.2,0.084399279,NA
cg20044189,81848,36,5,NM_030964.2,0.020939576,NA
cg20047055,3821,36,12,NM_002259.3,0.619199751,NA
cg20047230,9738,36,16,NM_014711.3,0.095271771,NA
cg20047732,151613,36,3,NM_133462.1,0.050404199,NA
cg20050012,9703,36,17,NM_014680.2,0.055288362,NA
cg20050113,6549,36,2,NM_003048.3,0.389218019,NA
cg20050826,140807,36,12,NM_080747.1,0.264027318,NA
cg20051033,151835,36,3,NM_001033755.1,0.081159965,NA
cg20051177,6942,36,22,NM_181492.1,0.821817884,NA
cg20051589,1741,36,X,NM_021120.1,0.139802385,NA
cg20052411,9986,36,11,NM_005133.2,0.029531845,NA
cg20052718,7291,36,7,NT_007819.16,0.045582365,NA
cg20052760,NA,NA,NA,NA,NA,-12.6
cg20053158,429,36,12,NM_004316.2,0.082671245,NA
cg20053799,9266,36,19,NM_017457.3,0.032211785,NA
cg20055101,84891,36,16,NM_032805.1,0.52746685,NA
cg20057066,400077,36,12,NM_207436.1,0.060085194,NA
cg20059151,126969,36,1,NM_152369.2,0.216019536,NA
cg20059312,25791,36,2,NM_019850.1,0.880600493,NA
cg20060451,9794,36,5,NM_014757.3,0.039760154,NA
cg20062122,1184,36,X,NM_000084.1,0.783343746,NA
cg20063650,158506,36,X,NM_152577.1,0.87614217,NA
cg20065832,5456,36,X,NM_000307.1,0.145082132,NA
cg20066612,3765,36,1,NM_004983.2,0.407731791,NA
cg20066677,55743,36,12,NT_024477.13,0.838469085,NA
cg20070077,10912,36,9,NM_006705.2,0.030865746,NA
cg20070090,6279,36,1,NM_002964.3,0.470619428,NA
cg20073553,579,36,4,NM_001189.2,0.19365111,NA
cg20074048,79048,36,9,NM_024077.2,0.072217694,NA
cg20074371,201595,36,3,NM_178862.1,0.023798492,NA
cg20074593,2840,36,2,NM_005291.1,0.71457567,NA
cg20074795,11015,36,22,NM_016657.1,0.035532037,NA
cg20075229,1549,36,19,NM_030589.2,0.848759639,NA
cg20077393,57530,36,1,NM_020770.1,0.041118345,NA
cg20080624,1749,36,7,NT_007933.14,0.267540112,NA
cg20082357,535,36,17,NM_005177.2,0.026753626,NA
cg20082641,54852,36,15,NM_017705.2,0.823947596,NA
cg20083676,1903,36,9,NM_005226.2,0.246930384,NA
cg20083730,4493,36,16,NM_175617.2,0.062811359,NA
cg20083871,28976,36,3,NM_014049.3,0.048048984,NA
cg20084646,28974,36,19,NM_014047.1,0.02608176,NA
cg20085077,158947,36,X,NM_152583.1,0.263817247,NA
cg20088535,10733,36,4,NM_014264.2,0.023967224,NA
cg20088913,400002,36,12,NM_207434.1,0.784233015,NA
cg20088964,8091,36,12,NM_003483.4,0.132671267,NA
cg20089715,782,36,17,NM_000723.3,0.811183024,NA
cg20090467,84210,36,9,NM_032250.1,0.492061162,NA
cg20090497,50835,36,12,NM_023917.2,0.757550212,NA
cg20091107,64225,36,2,NM_022374.1,0.020540278,NA
cg20091959,26013,36,20,NM_015478.4,0.615978339,NA
cg20092036,89910,36,12,NM_183414.1,0.372567575,NA
cg20092677,55324,36,3,NM_018358.1,0.028273438,NA
cg20092728,159963,36,11,NM_178498.2,0.78302724,NA
cg20095338,4673,36,12,NM_004537.3,0.096317626,NA
cg20095587,54209,36,6,NM_018965.1,0.793175737,NA
cg20096208,55693,36,11,NM_018039.2,0.052674147,NA
cg20097268,10542,36,1,NM_006402.2,0.047414681,NA
cg20098118,8409,36,X,NM_004182.2,0.17282776,NA
cg20098478,11197,36,12,NM_007191.2,0.68668627,NA
cg20098659,283420,36,12,NM_207345.1,0.8136189,NA
cg20098887,10981,36,6,NM_006834.2,0.065487347,NA
cg20099806,57003,36,17,NM_020198.1,0.375448381,NA
cg20100381,8883,36,16,NM_003905.3,0.085328539,NA
cg20102673,23416,36,12,NM_012284.1,0.180724811,NA
cg20103201,55229,36,1,NM_018216.1,0.084260692,NA
cg20103550,84075,36,14,NM_032135.2,0.667154136,NA
cg20103758,28965,36,5,NM_014031.3,0.157049654,NA
cg20104688,7083,36,17,NM_003258.1,0.057943405,NA
cg20104776,23641,36,X,NM_012317.2,0.337969336,NA
cg20109151,25934,36,9,NM_015469.1,0.03008459,NA
cg20112035,25936,36,1,NM_015471.2,0.057645461,NA
cg20113732,4745,36,11,NM_006157.2,0.058103375,NA
cg20114394,11167,36,3,NM_007085.3,0.691591005,NA
cg20116574,57727,36,20,NM_020967.2,0.043944578,NA
cg20117778,6883,36,1,NM_005644.2,0.036959984,NA
cg20118424,8647,36,2,NM_003742.2,0.821206521,NA
cg20119015,116984,36,4,NM_015230.2,0.081921216,NA
cg20119051,23518,36,2,NM_015361.2,0.085102828,NA
cg20119635,6990,36,X,NM_006520.1,0.286408537,NA
cg20119871,57194,36,15,NT_026446.13,0.875824716,NA
cg20120491,11144,36,22,NM_007068.2,0.105355015,NA
cg20122476,5306,36,17,NM_006224.2,0.09661955,NA
cg20122491,23660,36,7,NM_014569.2,0.026099201,NA
cg20123891,11248,36,17,NM_007225.1,0.125724419,NA
cg20125091,2672,36,1,NM_005263.2,0.283222498,NA
cg20125159,51060,36,1,NM_015913.2,0.070416356,NA
cg20126106,29114,36,3,NM_013259.2,0.10441133,NA
cg20126158,10299,36,5,NM_005885.2,0.045667806,NA
cg20131596,5066,36,5,NM_138766.1,0.459793391,NA
cg20131685,3996,36,17,NM_004140.3,0.044551121,NA
cg20131968,57003,36,17,NM_020198.1,0.467695653,NA
cg20133313,51706,36,1,NM_016243.2,0.043870495,NA
cg20134151,81706,36,6,NM_030949.1,0.088072635,NA
cg20134215,84539,36,6,NM_032503.1,0.225908136,NA
cg20135306,6294,36,19,NM_002967.2,0.031942581,NA
cg20139214,31,36,17,NM_198834.1,0.042471393,NA
cg20140452,4306,36,4,NM_000901.1,0.083786061,NA
cg20141013,29035,36,16,NM_014117.2,0.040903387,NA
cg20141751,55830,36,3,NM_152932.1,0.036408304,NA
cg20141916,26499,36,14,NM_016445.1,0.035370937,NA
cg20142224,55715,36,16,NM_018110.2,0.037882698,NA
cg20143092,960,36,11,NM_000610.3,0.115704405,NA
cg20145360,6091,36,3,NM_002941.2,0.599242443,NA
cg20147100,91304,36,19,NM_033420.3,0.033873765,NA
cg20149493,9141,36,19,NM_004708.2,0.041481243,NA
cg20149766,11044,36,5,NM_006999.3,0.033163256,NA
cg20149998,51287,36,11,NM_016565.2,0.069991104,NA
cg20150565,57169,36,20,NM_021035.1,0.170796075,NA
cg20150743,7551,36,7,NM_032924.2,0.032663128,NA
cg20154346,10742,36,X,NM_021785.2,0.755220563,NA
cg20158248,4363,36,16,NM_019862.1,0.142140431,NA
cg20158826,9973,36,11,NM_005125.1,0.838977845,NA
cg20159072,788,36,3,NM_000387.3,0.039876221,NA
cg20161089,3429,36,14,NM_005532.3,0.69211558,NA
cg20161179,4487,36,4,NT_006051.17,0.115583196,NA
cg20162076,9450,36,6,NM_004271.3,0.720391314,NA
cg20162146,4174,36,22,NM_006739.2,0.83828815,NA
cg20162159,84315,36,3,NM_032355.2,0.036294087,NA
cg20162599,3338,36,11,NM_005528.1,0.767280222,NA
cg20163033,8603,36,4,NM_003704.3,0.743400381,NA
cg20163288,10052,36,17,NM_005497.2,0.05116862,NA
cg20164558,5528,36,6,NM_006245.2,0.060374517,NA
cg20164720,57085,36,1,NM_020350.3,0.036240686,NA
cg20166532,1901,36,1,NM_001400.2,0.063164029,NA
cg20166783,5981,36,4,NM_002913.3,0.021360493,NA
cg20168375,90624,36,5,NM_181705.1,0.043566214,NA
cg20169062,8988,36,5,NM_006308.1,0.516934304,NA
cg20171451,128817,36,20,NM_138283.1,0.846987549,NA
cg20172280,25903,36,1,NM_015441.1,0.05973819,NA
cg20173259,3972,36,19,NM_000894.2,0.059145236,NA
cg20175449,196264,36,11,NM_198275.1,0.099373421,NA
cg20176532,10172,36,19,NM_005773.2,0.040760233,NA
cg20176648,358,36,7,NM_000385.3,0.483320884,NA
cg20176989,3812,36,19,NM_006737.1,0.594188791,NA
cg20178764,2676,36,5,NM_001496.3,0.359680795,NA
cg20179697,51429,36,6,NM_016224.3,0.298422744,NA
cg20180148,10059,36,12,NM_012062.2,0.026742953,NA
cg20182358,4291,36,3,NM_022443.2,0.066436356,NA
cg20184165,80155,36,4,NM_057175.3,0.026453761,NA
cg20185083,5272,36,6,NM_004155.3,0.543433237,NA
cg20188282,9328,36,9,NM_012087.1,0.057236761,NA
cg20189782,408263,36,5,NM_001001343.1,0.81128825,NA
cg20189937,79944,36,14,NM_024884.1,0.627469182,NA
cg20191453,275,36,3,NM_000481.2,0.398654684,NA
cg20193288,11018,36,19,NM_006858.2,0.033128397,NA
cg20193716,4245,36,5,NM_002406.2,0.078508768,NA
cg20195812,6775,36,2,NM_003151.2,0.06636966,NA
cg20199333,2147,36,11,NM_000506.2,0.845618343,NA
cg20199629,201191,36,17,NM_174920.2,0.043759537,NA
cg20200335,121391,36,12,NM_175053.2,0.817996646,NA
cg20202438,4878,36,1,NM_006172.1,0.692797511,NA
cg20203395,133383,36,5,NM_153706.2,0.131105648,NA
cg20203596,120935,36,12,NM_182496.1,0.061807575,NA
cg20203792,133015,36,4,NM_145048.2,0.047895283,NA
cg20206574,1827,36,21,NM_203417.1,0.090224436,NA
cg20207753,92667,36,20,NM_052865.2,0.120403842,NA
cg20209009,30009,36,17,NM_013351.1,0.093116048,NA
cg20210637,9751,36,20,NM_014723.2,0.895171297,NA
cg20216130,203197,36,9,NM_153045.2,0.052660001,NA
cg20216935,7048,36,3,NM_003242.4,0.041305609,NA
cg20217872,89795,36,12,NM_014903.3,0.19350228,NA
cg20218060,1195,36,2,NM_004071.2,0.024435023,NA
cg20222911,9112,36,14,NM_004689.2,0.067228196,NA
cg20224517,80745,36,2,NM_025264.2,0.076770083,NA
cg20225275,8992,36,5,NM_003945.3,0.049469704,NA
cg20225681,8483,36,15,NM_003613.2,0.877169798,NA
cg20225889,9278,36,6,NM_005453.3,0.063670418,NA
cg20225915,55367,36,11,NM_018494.3,0.233003355,NA
cg20226593,6557,36,15,NM_000338.1,0.728155545,NA
cg20226764,4295,36,6,NM_002418.1,0.631665099,NA
cg20227165,56981,36,11,NM_020229.2,0.703986656,NA
cg20227213,2803,36,3,NM_002078.3,0.086555835,NA
cg20227766,2537,36,1,NM_022872.1,0.045695287,NA
cg20228512,7703,36,17,NM_007144.2,0.021405689,NA
cg20229788,2646,36,2,NM_001486.2,0.170446717,NA
cg20233029,124872,36,17,NM_153446.1,0.156607746,NA
cg20234170,847,36,11,NM_001752.2,0.08125903,NA
cg20234959,4811,36,1,NM_002508.1,0.744735798,NA
cg20235051,388407,36,17,NM_203425.1,0.034312498,NA
cg20239740,6861,36,19,NM_003180.1,0.053385357,NA
cg20239949,8439,36,8,NM_003580.2,0.057884722,NA
cg20240860,84680,36,11,NM_032592.1,0.152048329,NA
cg20241335,9818,36,13,NM_014089.3,0.060027776,NA
cg20244073,4281,36,X,NM_033290.1,0.269918436,NA
cg20244489,NA,NA,NA,NA,NA,NA
cg20247048,201283,36,17,NM_153032.1,0.149330864,NA
cg20247102,5922,36,3,NM_006506.2,0.050767465,NA
cg20247600,4780,36,2,NM_006164.2,0.098237681,NA
cg20249919,5046,36,15,NM_138320.1,0.135658497,NA
cg20251973,79172,36,2,NM_024322.1,0.035790764,NA
cg20252016,113130,36,11,NM_080668.2,0.023301018,NA
cg20253551,2099,36,6,NT_025741.14,0.091173601,NA
cg20253700,7249,36,16,NM_000548.2,0.670472223,NA
cg20254231,55339,36,2,NM_001006622.1,0.050377332,NA
cg20256494,164633,36,22,NM_182527.1,0.096805813,NA
cg20256783,9119,36,12,NM_004693.1,0.872234413,NA
cg20259398,55536,36,7,NM_018719.2,0.047696351,NA
cg20259534,701,36,15,NM_001211.4,0.040456827,NA
cg20261167,6696,36,4,NM_000582.2,0.260588891,NA
cg20261915,9340,36,17,NM_004246.1,0.585175483,NA
cg20263942,51280,36,9,NM_016548.2,0.109159972,NA
cg20264534,90324,36,19,NM_052848.1,0.051140991,NA
cg20264731,5423,36,8,NM_002690.1,0.06289334,NA
cg20264732,80004,36,16,NM_024939.2,0.222097982,NA
cg20267005,7305,36,19,NM_003332.2,0.620901245,NA
cg20268522,4684,36,11,NM_000615.1,0.069807286,NA
cg20269537,25814,36,22,NM_013236.2,0.302593498,NA
cg20269976,2548,36,17,NM_000152.2,0.062336882,NA
cg20270599,55214,36,3,NM_018192.2,0.170954958,NA
cg20271396,116461,36,1,NM_052965.1,0.041493096,NA
cg20273774,10399,36,5,NM_006098.3,0.086421886,NA
cg20275133,55052,36,1,NM_017971.2,0.072630898,NA
cg20275344,51209,36,X,NM_016370.1,0.191315824,NA
cg20276750,132160,36,3,NM_144641.1,0.070431533,NA
cg20277250,10412,36,5,NM_014886.2,0.821306565,NA
cg20277416,7108,36,11,NM_003273.1,0.690707932,NA
cg20277670,3274,36,5,NM_022304.1,0.949523033,NA
cg20278498,84881,36,11,NM_032795.1,0.053326698,NA
cg20279283,2626,36,8,NT_077531.3,0.220613721,NA
cg20281815,8000,36,8,NM_005672.2,0.803205662,NA
cg20282199,6396,36,3,NM_183352.1,0.082442526,NA
cg20283107,157769,36,8,NM_144963.1,0.573725419,NA
cg20284440,122786,36,14,NM_152330.2,0.030174464,NA
cg20284673,1797,36,6,NM_005510.3,0.14381349,NA
cg20286074,23591,36,17,XR_000546.1,0.356565386,NA
cg20286200,2070,36,6,NM_004100.2,0.07379828,NA
cg20287234,9290,36,2,NM_005683.2,0.585907622,NA
cg20287640,3659,36,5,NM_002198.1,0.090441005,NA
cg20288630,8654,36,4,NM_033430.2,0.051835864,NA
cg20289911,83541,36,20,NM_031424.3,0.402626327,NA
cg20289949,23498,36,2,NM_012205.1,0.195208694,NA
cg20289988,4774,36,1,NM_005595.1,0.044070408,NA
cg20291049,5455,36,2,NM_006236.1,0.159117798,NA
cg20291222,84698,36,12,NM_032606.2,0.18907515,NA
cg20291674,7430,36,6,NM_003379.3,0.043463765,NA
cg20291846,6868,36,2,NM_003183.4,0.10128518,NA
cg20295000,83752,36,16,NM_031490.2,0.034287205,NA
cg20295671,29799,36,22,NM_013313.3,0.025164149,NA
cg20300246,8022,36,9,NM_178138.2,0.149787146,NA
cg20300655,347732,36,5,NM_178019.1,0.834219948,NA
cg20301340,90324,36,19,NM_052848.1,0.029529539,NA
cg20302307,8650,36,14,NM_003744.5,0.052749618,NA
cg20303303,9948,36,4,NM_017491.3,0.01865439,NA
cg20304401,26986,36,8,NM_002568.3,0.181943521,NA
cg20305610,10611,36,4,NM_006457.2,0.046287475,NA
cg20305726,81623,36,20,NM_030931.2,0.688916643,NA
cg20308511,6303,36,X,NM_002970.1,0.105955951,NA
cg20308679,2487,36,2,NM_001463.2,0.104784266,NA
cg20308817,6320,36,19,NM_002975.2,0.709125589,NA
cg20311002,NA,NA,NA,NA,NA,NA
cg20311501,324,36,5,NT_034772.5,0.102218479,NA
cg20311730,338322,36,11,NM_176821.2,0.795184754,NA
cg20312228,348807,36,3,NM_182628.1,0.146160732,NA
cg20312475,51704,36,16,NM_016235.1,0.046164106,NA
cg20312687,117285,36,20,NM_054112.1,0.728307755,NA
cg20313722,79147,36,19,NM_024301.2,0.732650749,NA
cg20314325,57082,36,15,NM_170589.2,0.038900721,NA
cg20314660,10212,36,19,NM_005804.2,0.033268638,NA
cg20315136,5997,36,1,NM_002923.1,0.032476387,NA
cg20315643,9013,36,16,NM_139353.1,0.045050705,NA
cg20315951,5017,36,11,NM_004561.2,0.042219699,NA
cg20317180,147807,36,19,NM_153219.2,0.028168055,NA
cg20318748,140838,36,20,NM_152667.1,0.183137428,NA
cg20319264,8508,36,22,NM_003634.1,0.039900925,NA
cg20319405,1982,36,11,NM_001418.1,0.034777188,NA
cg20320468,3903,36,19,NM_002287.2,0.709830616,NA
cg20322862,7050,36,18,NM_003244.2,0.469325759,NA
cg20322876,399948,36,11,NM_207429.2,0.043690267,NA
cg20322977,340665,36,10,NM_183374.2,0.41169787,NA
cg20324165,3856,36,12,NM_002273.2,0.584226653,NA
cg20325517,79780,36,11,NM_024725.2,0.081467129,NA
cg20326853,29894,36,8,NM_013291.2,0.041018755,NA
cg20326867,57620,36,4,NM_020860.1,0.028010364,NA
cg20328328,801,36,14,NM_006888.2,0.032828607,NA
cg20329958,1392,36,8,NM_000756.1,0.142168239,NA
cg20330296,374291,36,19,NM_024407.3,0.060260731,NA
cg20330472,2070,36,6,NT_025741.14,0.077537571,NA
cg20331177,85291,36,17,NM_033062.2,0.774567074,NA
cg20333306,5925,36,13,NT_024524.13,0.837373768,NA
cg20334115,NA,NA,NA,NA,NA,NA
cg20334738,10586,36,4,NM_006439.3,0.845104841,NA
cg20337106,55166,36,6,NM_018132.3,0.526445931,NA
cg20337385,5411,36,14,NM_002687.2,0.063945314,NA
cg20339230,8128,36,15,NM_006011.3,0.065115041,NA
cg20339650,3481,36,11,NM_000612.2,0.136289604,NA
cg20340242,7850,36,2,NM_004633.3,0.40291177,NA
cg20340596,3257,36,10,NM_182637.1,0.836078765,NA
cg20342082,339501,36,1,NM_183062.2,0.906871289,NA
cg20342105,26580,36,11,NM_032667.4,0.749529504,NA
cg20345446,114879,36,11,NM_020896.2,0.201378778,NA
cg20345840,6513,36,1,NM_006516.1,0.041543849,NA
cg20345978,3151,36,1,NM_005517.2,0.041157102,NA
cg20346096,79863,36,18,NM_024805.1,0.097862583,NA
cg20346122,55764,36,3,NM_018262.2,0.046001188,NA
cg20346726,85016,36,11,NM_032930.1,0.083992561,NA
cg20347268,9540,36,2,NM_004881.2,0.045532313,NA
cg20349377,57626,36,13,NM_020866.1,0.757688102,NA
cg20349625,5336,36,16,NM_002661.1,0.81221057,NA
cg20349695,84750,36,8,NM_032664.3,0.031839595,NA
cg20352371,29951,36,12,NM_013377.2,0.637237966,NA
cg20352798,7784,36,7,NM_007155.4,0.068167674,NA
cg20353465,84696,36,2,NM_032604.2,0.052794274,NA
cg20354892,133383,36,5,NM_153706.2,0.036716497,NA
cg20356482,8789,36,9,NM_003837.2,0.732148149,NA
cg20357628,116154,36,20,NM_183244.1,0.095818144,NA
cg20357806,5473,36,4,NM_002704.2,0.783393211,NA
cg20358834,78999,36,11,NM_024036.3,0.041778204,NA
cg20359349,23591,36,17,XR_000546.1,0.720553956,NA
cg20360244,55508,36,12,NM_018656.2,0.034438323,NA
cg20361540,79720,36,12,NM_024667.1,0.049170203,NA
cg20362772,9124,36,10,NM_020992.2,0.039804757,NA
cg20366831,9546,36,19,NM_004886.3,0.698955287,NA
cg20366832,3993,36,17,NM_004524.2,0.3962799,NA
cg20366906,5100,36,13,NM_032949.1,0.211531478,NA
cg20367072,2109,36,19,NM_001014763.1,0.0333748,NA
cg20367961,1907,36,1,NM_001956.2,0.648136675,NA
cg20368904,7127,36,14,NM_006291.2,0.686467985,NA
cg20368979,285521,36,4,NM_001033760.1,0.046890467,NA
cg20369763,64838,36,2,NM_022823.1,0.053379776,NA
cg20370277,51517,36,3,NM_184231.1,0.091685757,NA
cg20371650,11230,36,X,NM_007213.1,0.244804131,NA
cg20371891,55647,36,13,NM_017817.1,0.047520052,NA
cg20372689,5955,36,15,NM_002902.1,0.095457229,NA
cg20373326,3294,36,16,NM_002153.1,0.619247111,NA
cg20375554,9181,36,1,NM_004723.2,0.054544439,NA
cg20375690,200197,36,1,NM_182534.1,0.04388157,NA
cg20376767,114335,36,19,NM_033377.1,0.793746902,NA
cg20376899,1906,36,6,NM_001955.2,0.068779705,NA
cg20377673,4282,36,22,NM_002415.1,0.02998316,NA
cg20377677,84838,36,1,NM_032752.1,0.070257823,NA
cg20377762,199964,36,1,NM_182532.1,0.830274032,NA
cg20377955,221833,36,7,NM_182700.2,0.259928203,NA
cg20379012,286053,36,8,NM_173685.1,0.038959364,NA
cg20379125,4856,36,8,NM_002514.2,0.039478785,NA
cg20380069,4440,36,12,NM_002442.2,0.050952547,NA
cg20383064,8419,36,3,NM_003571.2,0.831753972,NA
cg20385229,8846,36,14,NM_006020.1,0.661408807,NA
cg20386303,NA,NA,NA,NA,NA,NA
cg20387341,2255,36,5,NM_004465.1,0.100616608,NA
cg20387706,389012,36,2,NM_207403.1,0.827880959,NA
cg20389709,8462,36,2,NM_003597.4,0.111774561,NA
cg20391984,817,36,4,NM_001221.2,0.032940046,NA
cg20392764,430,36,11,NM_005170.2,0.752042518,NA
cg20394284,3717,36,9,NM_004972.2,0.473445076,NA
cg20395072,64841,36,14,NM_198066.2,0.196128088,NA
cg20395128,55702,36,19,NM_018074.3,0.776005825,NA
cg20395892,11213,36,12,NM_007199.1,0.210870718,NA
cg20395940,64801,36,1,NM_022786.1,0.073671732,NA
cg20398120,53632,36,2,NM_017431.2,0.850920064,NA
cg20398399,89857,36,3,NM_130446.1,0.34423961,NA
cg20399252,84650,36,13,NM_032565.1,0.829079904,NA
cg20401181,148867,36,1,NM_133496.3,0.048405936,NA
cg20401549,5616,36,Y,NM_002760.2,0.189239396,NA
cg20401945,253982,36,16,NM_181718.3,0.378019774,NA
